gender,household_income,employment,age_group,race_ethnicity,education,n
Male,"$70,000 to $74,999",not in labor force,68 to 77,other asian or pacific islander,Doctorate degree,3
Male,"$70,000 to $74,999",not in labor force,68 to 77,other asian or pacific islander,High school graduate,1
Male,"$70,000 to $74,999",not in labor force,68 to 77,other asian or pacific islander,Masters degree,13
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec",Associate Degree,2
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec","College Degree (such as B.A., B.S.)",6
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec","Completed some college, but no degree",6
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec",Completed some high school,2
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec",Doctorate degree,1
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec",High school graduate,5
Male,"$70,000 to $74,999",not in labor force,68 to 77,"other race, nec",Masters degree,5
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,3rd Grade or less,5
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,Associate Degree,151
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,"College Degree (such as B.A., B.S.)",549
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,"Completed some college, but no degree",391
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,Completed some high school,22
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,Doctorate degree,77
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,High school graduate,276
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,Masters degree,502
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,Middle School - Grades 4 - 8,5
Male,"$70,000 to $74,999",not in labor force,68 to 77,white,Other post high school vocational training,36
Male,"$70,000 to $74,999",not in labor force,78 to 87,american indian or alaska native,"Completed some college, but no degree",1
Male,"$70,000 to $74,999",not in labor force,78 to 87,american indian or alaska native,High school graduate,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,Associate Degree,2
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,"College Degree (such as B.A., B.S.)",6
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,"Completed some college, but no degree",7
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,Completed some high school,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,Doctorate degree,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,High school graduate,6
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,Masters degree,9
Male,"$70,000 to $74,999",not in labor force,78 to 87,black/african american/negro,Other post high school vocational training,2
Male,"$70,000 to $74,999",not in labor force,78 to 87,chinese,Associate Degree,2
Male,"$70,000 to $74,999",not in labor force,78 to 87,chinese,"College Degree (such as B.A., B.S.)",3
Male,"$70,000 to $74,999",not in labor force,78 to 87,chinese,"Completed some college, but no degree",1
Male,"$70,000 to $74,999",not in labor force,78 to 87,chinese,Doctorate degree,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,chinese,High school graduate,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,chinese,Masters degree,4
Male,"$70,000 to $74,999",not in labor force,78 to 87,japanese,"College Degree (such as B.A., B.S.)",1
Male,"$70,000 to $74,999",not in labor force,78 to 87,japanese,"Completed some college, but no degree",2
Male,"$70,000 to $74,999",not in labor force,78 to 87,japanese,Doctorate degree,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,3rd Grade or less,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,Associate Degree,2
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,"Completed some college, but no degree",1
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,Doctorate degree,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,High school graduate,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,other asian or pacific islander,Masters degree,4
Male,"$70,000 to $74,999",not in labor force,78 to 87,"other race, nec",3rd Grade or less,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,"other race, nec",Associate Degree,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,"other race, nec","College Degree (such as B.A., B.S.)",4
Male,"$70,000 to $74,999",not in labor force,78 to 87,"other race, nec","Completed some college, but no degree",3
Male,"$70,000 to $74,999",not in labor force,78 to 87,"other race, nec",High school graduate,1
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,3rd Grade or less,4
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,Associate Degree,53
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,"College Degree (such as B.A., B.S.)",236
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,"Completed some college, but no degree",165
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,Completed some high school,12
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,Doctorate degree,63
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,High school graduate,137
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,Masters degree,217
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,Middle School - Grades 4 - 8,11
Male,"$70,000 to $74,999",not in labor force,78 to 87,white,Other post high school vocational training,19
Male,"$70,000 to $74,999",not in labor force,88+,black/african american/negro,Associate Degree,2
Male,"$70,000 to $74,999",not in labor force,88+,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$70,000 to $74,999",not in labor force,88+,black/african american/negro,Doctorate degree,2
Male,"$70,000 to $74,999",not in labor force,88+,black/african american/negro,High school graduate,1
Male,"$70,000 to $74,999",not in labor force,88+,black/african american/negro,Masters degree,3
Male,"$70,000 to $74,999",not in labor force,88+,chinese,"Completed some college, but no degree",1
Male,"$70,000 to $74,999",not in labor force,88+,chinese,Doctorate degree,1
Male,"$70,000 to $74,999",not in labor force,88+,chinese,High school graduate,1
Male,"$70,000 to $74,999",not in labor force,88+,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Male,"$70,000 to $74,999",not in labor force,88+,other asian or pacific islander,"Completed some college, but no degree",1
Male,"$70,000 to $74,999",not in labor force,88+,other asian or pacific islander,Masters degree,1
Male,"$70,000 to $74,999",not in labor force,88+,"other race, nec",Masters degree,1
Male,"$70,000 to $74,999",not in labor force,88+,white,3rd Grade or less,2
Male,"$70,000 to $74,999",not in labor force,88+,white,Associate Degree,7
Male,"$70,000 to $74,999",not in labor force,88+,white,"College Degree (such as B.A., B.S.)",53
Male,"$70,000 to $74,999",not in labor force,88+,white,"Completed some college, but no degree",36
Male,"$70,000 to $74,999",not in labor force,88+,white,Completed some high school,5
Male,"$70,000 to $74,999",not in labor force,88+,white,Doctorate degree,13
Male,"$70,000 to $74,999",not in labor force,88+,white,High school graduate,51
Male,"$70,000 to $74,999",not in labor force,88+,white,Masters degree,62
Male,"$70,000 to $74,999",not in labor force,88+,white,Middle School - Grades 4 - 8,2
Male,"$70,000 to $74,999",not in labor force,88+,white,Other post high school vocational training,4
Male,"$75,000 to $79,999",employed,18 to 27,american indian or alaska native,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",employed,18 to 27,american indian or alaska native,Completed some high school,1
Male,"$75,000 to $79,999",employed,18 to 27,american indian or alaska native,High school graduate,1
Male,"$75,000 to $79,999",employed,18 to 27,black/african american/negro,Associate Degree,2
Male,"$75,000 to $79,999",employed,18 to 27,black/african american/negro,"College Degree (such as B.A., B.S.)",14
Male,"$75,000 to $79,999",employed,18 to 27,black/african american/negro,"Completed some college, but no degree",11
Male,"$75,000 to $79,999",employed,18 to 27,black/african american/negro,High school graduate,8
Male,"$75,000 to $79,999",employed,18 to 27,black/african american/negro,Masters degree,2
Male,"$75,000 to $79,999",employed,18 to 27,black/african american/negro,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,18 to 27,chinese,Associate Degree,1
Male,"$75,000 to $79,999",employed,18 to 27,chinese,"College Degree (such as B.A., B.S.)",16
Male,"$75,000 to $79,999",employed,18 to 27,chinese,"Completed some college, but no degree",2
Male,"$75,000 to $79,999",employed,18 to 27,chinese,Masters degree,4
Male,"$75,000 to $79,999",employed,18 to 27,japanese,Associate Degree,1
Male,"$75,000 to $79,999",employed,18 to 27,japanese,"College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",employed,18 to 27,other asian or pacific islander,"College Degree (such as B.A., B.S.)",36
Male,"$75,000 to $79,999",employed,18 to 27,other asian or pacific islander,"Completed some college, but no degree",2
Male,"$75,000 to $79,999",employed,18 to 27,other asian or pacific islander,Completed some high school,1
Male,"$75,000 to $79,999",employed,18 to 27,other asian or pacific islander,High school graduate,1
Male,"$75,000 to $79,999",employed,18 to 27,other asian or pacific islander,Masters degree,12
Male,"$75,000 to $79,999",employed,18 to 27,other asian or pacific islander,Other post high school vocational training,2
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec",3rd Grade or less,3
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec",Associate Degree,5
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec","College Degree (such as B.A., B.S.)",22
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec","Completed some college, but no degree",5
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec",High school graduate,17
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec",Masters degree,5
Male,"$75,000 to $79,999",employed,18 to 27,"other race, nec",Other post high school vocational training,2
Male,"$75,000 to $79,999",employed,18 to 27,white,3rd Grade or less,1
Male,"$75,000 to $79,999",employed,18 to 27,white,Associate Degree,36
Male,"$75,000 to $79,999",employed,18 to 27,white,"College Degree (such as B.A., B.S.)",325
Male,"$75,000 to $79,999",employed,18 to 27,white,"Completed some college, but no degree",85
Male,"$75,000 to $79,999",employed,18 to 27,white,Completed some high school,9
Male,"$75,000 to $79,999",employed,18 to 27,white,Doctorate degree,1
Male,"$75,000 to $79,999",employed,18 to 27,white,High school graduate,81
Male,"$75,000 to $79,999",employed,18 to 27,white,Masters degree,40
Male,"$75,000 to $79,999",employed,18 to 27,white,Middle School - Grades 4 - 8,2
Male,"$75,000 to $79,999",employed,18 to 27,white,Other post high school vocational training,10
Male,"$75,000 to $79,999",employed,28 to 37,american indian or alaska native,Associate Degree,1
Male,"$75,000 to $79,999",employed,28 to 37,american indian or alaska native,"College Degree (such as B.A., B.S.)",6
Male,"$75,000 to $79,999",employed,28 to 37,american indian or alaska native,"Completed some college, but no degree",6
Male,"$75,000 to $79,999",employed,28 to 37,american indian or alaska native,High school graduate,6
Male,"$75,000 to $79,999",employed,28 to 37,american indian or alaska native,Masters degree,4
Male,"$75,000 to $79,999",employed,28 to 37,american indian or alaska native,Other post high school vocational training,2
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,Associate Degree,12
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,"College Degree (such as B.A., B.S.)",73
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,"Completed some college, but no degree",31
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,Completed some high school,1
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,Doctorate degree,4
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,High school graduate,20
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,Masters degree,35
Male,"$75,000 to $79,999",employed,28 to 37,black/african american/negro,Other post high school vocational training,3
Male,"$75,000 to $79,999",employed,28 to 37,chinese,Associate Degree,2
Male,"$75,000 to $79,999",employed,28 to 37,chinese,"College Degree (such as B.A., B.S.)",31
Male,"$75,000 to $79,999",employed,28 to 37,chinese,"Completed some college, but no degree",2
Male,"$75,000 to $79,999",employed,28 to 37,chinese,Doctorate degree,10
Male,"$75,000 to $79,999",employed,28 to 37,chinese,High school graduate,1
Male,"$75,000 to $79,999",employed,28 to 37,chinese,Masters degree,15
Male,"$75,000 to $79,999",employed,28 to 37,chinese,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,28 to 37,japanese,"College Degree (such as B.A., B.S.)",7
Male,"$75,000 to $79,999",employed,28 to 37,japanese,High school graduate,1
Male,"$75,000 to $79,999",employed,28 to 37,japanese,Masters degree,1
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,Associate Degree,13
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,"College Degree (such as B.A., B.S.)",134
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,"Completed some college, but no degree",20
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,Completed some high school,2
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,Doctorate degree,10
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,High school graduate,8
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,Masters degree,95
Male,"$75,000 to $79,999",employed,28 to 37,other asian or pacific islander,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",3rd Grade or less,1
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",Associate Degree,22
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec","College Degree (such as B.A., B.S.)",93
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec","Completed some college, but no degree",40
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",Completed some high school,7
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",Doctorate degree,4
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",High school graduate,35
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",Masters degree,42
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",Middle School - Grades 4 - 8,4
Male,"$75,000 to $79,999",employed,28 to 37,"other race, nec",Other post high school vocational training,13
Male,"$75,000 to $79,999",employed,28 to 37,white,3rd Grade or less,8
Male,"$75,000 to $79,999",employed,28 to 37,white,Associate Degree,326
Male,"$75,000 to $79,999",employed,28 to 37,white,"College Degree (such as B.A., B.S.)",1358
Male,"$75,000 to $79,999",employed,28 to 37,white,"Completed some college, but no degree",611
Male,"$75,000 to $79,999",employed,28 to 37,white,Completed some high school,33
Male,"$75,000 to $79,999",employed,28 to 37,white,Doctorate degree,54
Male,"$75,000 to $79,999",employed,28 to 37,white,High school graduate,407
Male,"$75,000 to $79,999",employed,28 to 37,white,Masters degree,567
Male,"$75,000 to $79,999",employed,28 to 37,white,Middle School - Grades 4 - 8,11
Male,"$75,000 to $79,999",employed,28 to 37,white,Other post high school vocational training,69
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,Associate Degree,4
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,"College Degree (such as B.A., B.S.)",4
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,"Completed some college, but no degree",8
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,Completed some high school,1
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,High school graduate,7
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,Masters degree,3
Male,"$75,000 to $79,999",employed,38 to 47,american indian or alaska native,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,3rd Grade or less,3
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,Associate Degree,28
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,"College Degree (such as B.A., B.S.)",67
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,"Completed some college, but no degree",72
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,Completed some high school,4
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,Doctorate degree,6
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,High school graduate,52
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,Masters degree,44
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,Middle School - Grades 4 - 8,2
Male,"$75,000 to $79,999",employed,38 to 47,black/african american/negro,Other post high school vocational training,10
Male,"$75,000 to $79,999",employed,38 to 47,chinese,Associate Degree,3
Male,"$75,000 to $79,999",employed,38 to 47,chinese,"College Degree (such as B.A., B.S.)",18
Male,"$75,000 to $79,999",employed,38 to 47,chinese,"Completed some college, but no degree",3
Male,"$75,000 to $79,999",employed,38 to 47,chinese,Doctorate degree,6
Male,"$75,000 to $79,999",employed,38 to 47,chinese,High school graduate,2
Male,"$75,000 to $79,999",employed,38 to 47,chinese,Masters degree,11
Male,"$75,000 to $79,999",employed,38 to 47,japanese,"College Degree (such as B.A., B.S.)",3
Male,"$75,000 to $79,999",employed,38 to 47,japanese,"Completed some college, but no degree",3
Male,"$75,000 to $79,999",employed,38 to 47,japanese,Masters degree,1
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,3rd Grade or less,2
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,Associate Degree,23
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,"College Degree (such as B.A., B.S.)",84
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,"Completed some college, but no degree",24
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,Completed some high school,1
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,Doctorate degree,12
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,High school graduate,15
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,Masters degree,41
Male,"$75,000 to $79,999",employed,38 to 47,other asian or pacific islander,Other post high school vocational training,2
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",3rd Grade or less,5
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",Associate Degree,22
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec","College Degree (such as B.A., B.S.)",50
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec","Completed some college, but no degree",61
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",Completed some high school,10
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",Doctorate degree,6
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",High school graduate,55
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",Masters degree,24
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",Middle School - Grades 4 - 8,12
Male,"$75,000 to $79,999",employed,38 to 47,"other race, nec",Other post high school vocational training,13
Male,"$75,000 to $79,999",employed,38 to 47,white,3rd Grade or less,24
Male,"$75,000 to $79,999",employed,38 to 47,white,Associate Degree,544
Male,"$75,000 to $79,999",employed,38 to 47,white,"College Degree (such as B.A., B.S.)",1074
Male,"$75,000 to $79,999",employed,38 to 47,white,"Completed some college, but no degree",858
Male,"$75,000 to $79,999",employed,38 to 47,white,Completed some high school,61
Male,"$75,000 to $79,999",employed,38 to 47,white,Doctorate degree,86
Male,"$75,000 to $79,999",employed,38 to 47,white,High school graduate,674
Male,"$75,000 to $79,999",employed,38 to 47,white,Masters degree,511
Male,"$75,000 to $79,999",employed,38 to 47,white,Middle School - Grades 4 - 8,22
Male,"$75,000 to $79,999",employed,38 to 47,white,Other post high school vocational training,119
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,3rd Grade or less,1
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,Associate Degree,6
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,"College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,"Completed some college, but no degree",8
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,Completed some high school,3
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,High school graduate,8
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,Masters degree,3
Male,"$75,000 to $79,999",employed,48 to 57,american indian or alaska native,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,3rd Grade or less,3
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,Associate Degree,35
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",71
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,"Completed some college, but no degree",76
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,Completed some high school,9
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,Doctorate degree,5
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,High school graduate,82
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,Masters degree,40
Male,"$75,000 to $79,999",employed,48 to 57,black/african american/negro,Other post high school vocational training,8
Male,"$75,000 to $79,999",employed,48 to 57,chinese,Associate Degree,6
Male,"$75,000 to $79,999",employed,48 to 57,chinese,"College Degree (such as B.A., B.S.)",8
Male,"$75,000 to $79,999",employed,48 to 57,chinese,"Completed some college, but no degree",5
Male,"$75,000 to $79,999",employed,48 to 57,chinese,Doctorate degree,5
Male,"$75,000 to $79,999",employed,48 to 57,chinese,High school graduate,3
Male,"$75,000 to $79,999",employed,48 to 57,chinese,Masters degree,14
Male,"$75,000 to $79,999",employed,48 to 57,japanese,Associate Degree,2
Male,"$75,000 to $79,999",employed,48 to 57,japanese,"College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",employed,48 to 57,japanese,"Completed some college, but no degree",2
Male,"$75,000 to $79,999",employed,48 to 57,japanese,Doctorate degree,1
Male,"$75,000 to $79,999",employed,48 to 57,japanese,High school graduate,2
Male,"$75,000 to $79,999",employed,48 to 57,japanese,Masters degree,3
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,3rd Grade or less,1
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,Associate Degree,19
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",48
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,"Completed some college, but no degree",26
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,Completed some high school,1
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,Doctorate degree,6
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,High school graduate,11
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,Masters degree,23
Male,"$75,000 to $79,999",employed,48 to 57,other asian or pacific islander,Other post high school vocational training,2
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",3rd Grade or less,7
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",Associate Degree,22
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec","College Degree (such as B.A., B.S.)",30
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec","Completed some college, but no degree",59
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",Completed some high school,6
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",Doctorate degree,1
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",High school graduate,61
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",Masters degree,17
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",Middle School - Grades 4 - 8,10
Male,"$75,000 to $79,999",employed,48 to 57,"other race, nec",Other post high school vocational training,6
Male,"$75,000 to $79,999",employed,48 to 57,white,3rd Grade or less,22
Male,"$75,000 to $79,999",employed,48 to 57,white,Associate Degree,560
Male,"$75,000 to $79,999",employed,48 to 57,white,"College Degree (such as B.A., B.S.)",988
Male,"$75,000 to $79,999",employed,48 to 57,white,"Completed some college, but no degree",1063
Male,"$75,000 to $79,999",employed,48 to 57,white,Completed some high school,72
Male,"$75,000 to $79,999",employed,48 to 57,white,Doctorate degree,63
Male,"$75,000 to $79,999",employed,48 to 57,white,High school graduate,994
Male,"$75,000 to $79,999",employed,48 to 57,white,Masters degree,496
Male,"$75,000 to $79,999",employed,48 to 57,white,Middle School - Grades 4 - 8,25
Male,"$75,000 to $79,999",employed,48 to 57,white,Other post high school vocational training,150
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,Associate Degree,6
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,"College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,"Completed some college, but no degree",11
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,Completed some high school,3
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,Doctorate degree,2
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,High school graduate,3
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,Masters degree,1
Male,"$75,000 to $79,999",employed,58 to 67,american indian or alaska native,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,3rd Grade or less,4
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,Associate Degree,30
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,"College Degree (such as B.A., B.S.)",37
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,"Completed some college, but no degree",55
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,Completed some high school,6
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,Doctorate degree,5
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,High school graduate,48
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,Masters degree,31
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,Middle School - Grades 4 - 8,3
Male,"$75,000 to $79,999",employed,58 to 67,black/african american/negro,Other post high school vocational training,6
Male,"$75,000 to $79,999",employed,58 to 67,chinese,Associate Degree,3
Male,"$75,000 to $79,999",employed,58 to 67,chinese,"College Degree (such as B.A., B.S.)",7
Male,"$75,000 to $79,999",employed,58 to 67,chinese,"Completed some college, but no degree",4
Male,"$75,000 to $79,999",employed,58 to 67,chinese,Doctorate degree,3
Male,"$75,000 to $79,999",employed,58 to 67,chinese,High school graduate,5
Male,"$75,000 to $79,999",employed,58 to 67,chinese,Masters degree,10
Male,"$75,000 to $79,999",employed,58 to 67,japanese,Associate Degree,3
Male,"$75,000 to $79,999",employed,58 to 67,japanese,"College Degree (such as B.A., B.S.)",8
Male,"$75,000 to $79,999",employed,58 to 67,japanese,High school graduate,1
Male,"$75,000 to $79,999",employed,58 to 67,japanese,Masters degree,3
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,3rd Grade or less,2
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,Associate Degree,9
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,"College Degree (such as B.A., B.S.)",27
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,"Completed some college, but no degree",13
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,Doctorate degree,5
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,High school graduate,14
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,Masters degree,20
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,Middle School - Grades 4 - 8,2
Male,"$75,000 to $79,999",employed,58 to 67,other asian or pacific islander,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",3rd Grade or less,7
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",Associate Degree,13
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec","College Degree (such as B.A., B.S.)",13
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec","Completed some college, but no degree",23
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",Completed some high school,5
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",Doctorate degree,2
